# FINAL TIMESERIES OF HAT-P-32 b
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2458107.7778180586, 0.030335535220196885, 1.001879605655644, 0.006593240013798987, 1.0, 1.0002502766412196
2458107.7799084573, 0.03130780994884935, 1.0004824619316133, 0.006593145846124954, 1.0, 1.0002401462518336
2458107.781987919, 0.03227499772648429, 0.993842425371146, 0.006593049628512004, 1.0, 1.0002297952902242
2458107.784067161, 0.03324208327561495, 0.992149200521585, 0.0065929513226894625, 1.0, 1.000219219636448
2458107.786158185, 0.034214648879015874, 0.9873417541381561, 0.006592849287000579, 1.0, 1.000208242678423
2458107.7882376006, 0.03518181521465519, 0.9946944517476998, 0.006592745205342902, 1.0, 1.0001970455649898
2458107.7903166804, 0.036148825391922546, 1.0041853574393826, 0.006592638837449527, 1.0, 1.0001856024450009
2458107.792407681, 0.03712137994944692, 0.9882304209364505, 0.0065925284058979995, 1.0, 1.0001737220974758
2458107.7944870726, 0.03808853523920974, 0.9899077738753278, 0.006592415502720003, 1.0, 1.0001615757898143
2458107.7965664305, 0.039055674718208144, 0.9943994369258244, 0.006592300302336949, 1.0, 1.0001491822827229
2458107.798656968, 0.04002801398943323, 0.9990855127933935, 0.006592180661509052, 1.0, 1.0001363109962544
2458107.8007358047, 0.04099491110890552, 0.9876084105942418, 0.00659205925680967, 1.0, 1.00012324987822
2458107.80282581, 0.04196700282254501, 0.9893882115566061, 0.006591933141913693, 1.0, 1.0001096819476016
2458107.804904971, 0.04293405068574402, 0.997954567491438, 0.0065918043744175895, 1.0, 1.0000958285620452
2458107.806983564, 0.04390083453083554, 1.0115900386500696, 0.0065916729046546696, 1.0, 1.0000816843732723
2458107.809074252, 0.04487324375927859, 0.9993402703399257, 0.006591536275824852, 1.0, 1.0000669850587705
2458107.8111529495, 0.04584007611959251, 1.004812483334733, 0.006591396709869672, 1.0, 1.0000519696599381
2458107.8132320293, 0.04680708629685981, 0.9903713804871157, 0.006591254146985314, 1.0, 1.0000366317367961
2458107.8153233654, 0.04777979701275625, 0.9914653917460462, 0.006591106204996772, 1.0, 1.0000207149895595
2458107.817402572, 0.04874686610136503, 1.0007993190296274, 0.006590955011930675, 1.0, 1.0000044483587938
2458107.819481432, 0.04971377405012806, 0.9979100145606585, 0.006590800189840899, 1.0, 0.9999877911744353
2458107.821571784, 0.050686027120199095, 0.9925882496951736, 0.006590639747474359, 1.0, 0.9999705291889165
2458107.823650817, 0.05165301542229922, 1.0056052068034103, 0.006590476338214696, 1.0, 0.999952947869876
2458107.825741169, 0.05262526849237026, 1.0062380120988754, 0.006590306929962918, 1.0, 0.9999347209811112
2458107.8278207006, 0.05359248875787731, 1.0056099717164804, 0.006590133293623007, 1.0, 0.9999160390445438
2458107.8299001846, 0.05455968693163138, 1.004502018550912, 0.006589956009905796, 1.0, 0.9998969645304636
2458107.831990178, 0.05553177323062547, 0.9912873670390577, 0.006589771736152858, 1.0, 0.9998771377781879
2458107.834068968, 0.05649864847493058, 1.003547869984718, 0.006589583107354157, 1.0, 0.9998568422820279
2458107.8361473414, 0.05746533009151783, 0.9966345239527915, 0.006589390008134911, 1.0, 0.9998360656163773
2458107.8382380754, 0.0584377607619565, 0.9973118418351413, 0.006589189139795328, 1.0, 0.9998144528380399
2458107.8403170276, 0.059404711594710724, 1.0022838266324836, 0.006588985002524634, 1.0, 0.999792488137015
2458107.842407426, 0.060376986106777386, 0.99366987552106, 0.006588772542638477, 1.0, 0.9997696277314777
2458107.8444865863, 0.06134403375339059, 1.006538582915169, 0.006588554788970451, 1.0, 0.9997461974994316
2458107.846566013, 0.062311205287089444, 1.0093422659061106, 0.00658833203403968, 1.0, 0.9997222288998732
2458107.848646377, 0.06327881280803227, 1.0005162611515312, 0.006588101379790649, 1.0, 0.9996974100792533
2458107.8507367056, 0.06425105483222682, 1.009514443180329, 0.006587862437463805, 1.0, 0.9996716991796956
2458107.8528165026, 0.06521839855164796, 1.007136837653948, 0.006587618738707882, 1.0, 0.9996454761949108
2458107.8548956164, 0.06618542453967974, 1.0026100354975462, 0.006587366153600004, 1.0, 0.9996182967044301
2458107.856986073, 0.06715772612497317, 0.9951412655753783, 0.006587104754065868, 1.0, 0.99959016841596
2458107.8590705222, 0.06812723375326374, 0.9971940090707113, 0.006586836282249813, 1.0, 0.9995612787660004
2458107.861149555, 0.06909422205536381, 0.9966972465517395, 0.006586559373265106, 1.0, 0.999531480852403
2458107.8632283336, 0.07006109210160938, 1.0093001354657103, 0.006586275403338006, 1.0, 0.9995009227390099
